chr	start	end	leaf	fruit
chr	start	end	mid	leaf	fruit	mean_RPKM	max_RPKM	geneN
Chr04A	11220000	11250000	11235000	0	0	0	0	0
Chr04A	11250000	11280000	11265000	0	0	0	0	0
Chr04A	11280000	11310000	11295000	0	0	0	0	0
Chr04A	11310000	11340000	11325000	0	0	0	0	0
Chr04A	11340000	11370000	11355000	0	0	0	0	0
Chr04A	11370000	11400000	11385000	0	0	0	0	0
Chr04A	11400000	11430000	11415000	0	0	0	0	0
Chr04A	11430000	11460000	11445000	0	0	0	0	0
Chr04A	11460000	11490000	11475000	0	0	0	0	0
Chr04A	11490000	11520000	11505000	0	0	0	0	0
Chr04A	11520000	11550000	11535000	0	0	0	0	0
Chr04A	11550000	11580000	11565000	0	0	0	0	0
Chr04A	11580000	11610000	11595000	0	0	0	0	0
Chr04A	11610000	11640000	11625000	0	0	0	0	0
Chr04A	11640000	11670000	11655000	0	0	0	0	0
Chr04A	11670000	11700000	11685000	0	0	0	0	0
Chr04A	11700000	11730000	11715000	0	0	0	0	0
Chr04A	11730000	11760000	11745000	0	0	0	0	0
Chr04A	11760000	11790000	11775000	0	0	0	0	0
Chr04A	11790000	11820000	11805000	0	0	0	0	0
Chr04A	11820000	11850000	11835000	0	0	0	0	0
Chr04A	11850000	11880000	11865000	0	0	0	0	0
Chr04A	11880000	11910000	11895000	0	0	0	0	0
Chr04A	11910000	11940000	11925000	0	0	0	0	0
Chr04A	11940000	11970000	11955000	19.537382	17.802592	18.669987	19.537382	1
Chr04A	11970000	1.2e+07	11985000	0	0	0	0	0
Chr04A	1.2e+07	12030000	12015000	0	0	0	0	0
Chr04A	12030000	12060000	12045000	0	0	0	0	0
Chr04A	12060000	12090000	12075000	0	0	0	0	0
Chr04A	12090000	12120000	12105000	0	0	0	0	0
Chr04A	12120000	12150000	12135000	0	0	0	0	0
Chr04A	12150000	12180000	12165000	0	0	0	0	0
Chr04A	12180000	12210000	12195000	0	0	0	0	0
Chr04A	12210000	12240000	12225000	0	0.12189	0.060945	0.12189	1
Chr04A	12240000	12270000	12255000	0	0	0	0	0
Chr04A	12270000	12300000	12285000	0	0	0	0	0
Chr04A	12300000	12330000	12315000	0	0	0	0	0
Chr04A	12330000	12360000	12345000	0	0	0	0	0
Chr04A	12360000	12390000	12375000	0	0	0	0	0
Chr04A	12390000	12420000	12405000	17.808895	11.047402	14.4281485	17.808895	1
Chr04A	12420000	12450000	12435000	0	0	0	0	0
Chr04A	12450000	12480000	12465000	0	0	0	0	0
Chr04A	12480000	12510000	12495000	0	0	0	0	0
Chr04A	12510000	12540000	12525000	0	0	0	0	0
Chr04A	12540000	12570000	12555000	17.1618595	15.596558	16.37920875	20.1282805	2
Chr04A	12570000	12600000	12585000	22.405937	7.951841	15.178889	22.405937	1
Chr04A	12600000	12630000	12615000	0	0	0	0	0
Chr04A	12630000	12660000	12645000	0	0	0	0	1
Chr04A	12660000	12690000	12675000	0.965759	0.012543	0.489151	0.965759	2
Chr04A	12690000	12720000	12705000	0	0	0	0	0
Chr04A	12720000	12750000	12735000	0	0	0	0	0
Chr04A	12750000	12780000	12765000	0	0	0	0	1
Chr04A	12780000	12810000	12795000	0	0	0	0	0
Chr04A	12810000	12840000	12825000	0	0	0	0	0
Chr04A	12840000	12870000	12855000	8.33572133333333	8.50919133333333	8.42245633333333	9.13057166666667	3
Chr04A	12870000	12900000	12885000	12.410345	14.980785	13.695565	14.980785	1
Chr04A	12900000	12930000	12915000	0	0	0	0	0
Chr04A	12930000	12960000	12945000	0	0	0	0	1
Chr04A	12960000	12990000	12975000	5.7510405	11.700033	8.72553675	11.700033	2
Chr04A	12990000	13020000	13005000	0	0	0	0	0
Chr04A	13020000	13050000	13035000	5.59198	2.164123	3.8780515	5.59198	1
Chr04A	13050000	13080000	13065000	0	0	0	0	0
Chr04A	13080000	13110000	13095000	0.595873	1.622486	1.1091795	1.622486	1
Chr04A	13110000	13140000	13125000	10.204845	8.020652	9.1127485	10.204845	1
Chr04A	13140000	13170000	13155000	0	0	0	0	0
Chr04A	13170000	13200000	13185000	0.4469335	0.9743415	0.7106375	0.9743415	2
Chr04A	13200000	13230000	13215000	0	0	0	0	0
Chr04A	13230000	13260000	13245000	22.277243	14.188518	18.2328805	22.277243	1
Chr04A	13260000	13290000	13275000	1.958845	2.510053	2.234449	4.127267	2
Chr04A	13290000	13320000	13305000	0	0	0	0	0
Chr04A	13320000	13350000	13335000	0	0	0	0	0
Chr04A	13350000	13380000	13365000	0	0	0	0	0
Chr04A	13380000	13410000	13395000	0	0	0	0	0
Chr04A	13410000	13440000	13425000	0.021365	0.014087	0.017726	0.021365	1
Chr04A	13440000	13470000	13455000	0	0	0	0	0
Chr04A	13470000	13500000	13485000	0	0	0	0	0
Chr04A	13500000	13530000	13515000	19.873735	21.620078	20.7469065	21.620078	1
Chr04A	13530000	13560000	13545000	0.711977	0.78394	0.7479585	0.78394	1
Chr04A	13560000	13590000	13575000	0	0	0	0	0
Chr04A	13590000	13620000	13605000	0	0	0	0	0
Chr04A	13620000	13650000	13635000	0	0	0	0	0
Chr04A	13650000	13680000	13665000	0	0	0	0	0
Chr04A	13680000	13710000	13695000	0	0	0	0	0
Chr04A	13710000	13740000	13725000	0	0	0	0	0
Chr04A	13740000	13770000	13755000	15.3260686666667	12.7281766666667	14.0271226666667	17.7976263333333	3
Chr04A	13770000	13800000	13785000	0	0	0	0	0
Chr04A	13800000	13830000	13815000	0	0	0	0	0
Chr04A	13830000	13860000	13845000	15.149148	11.1029745	13.12606125	15.9043305	2
Chr04A	13860000	13890000	13875000	23.6940755	17.064981	20.37952825	23.6940755	2
Chr04A	13890000	13920000	13905000	63.251853	62.5791875	62.91552025	64.162015	2
Chr04A	13920000	13950000	13935000	0	0	0	0	0
Chr04A	13950000	13980000	13965000	0	0	0	0	1
Chr04A	13980000	14010000	13995000	0	0	0	0	0
Chr04A	14010000	14040000	14025000	0	0	0	0	0
Chr04A	14040000	14070000	14055000	0	0	0	0	0
Chr04A	14070000	14100000	14085000	2.03924528571429	0.741262	1.39025364285714	2.29401785714286	7
Chr04A	14100000	14130000	14115000	4.864627	8.722881	6.793754	8.722881	2
Chr04A	14130000	14160000	14145000	0.465866	1.16993066666667	0.817898333333333	1.19398783333333	6
Chr04A	14160000	14190000	14175000	0	0	0	0	2
Chr04A	14190000	14220000	14205000	0.513816666666667	3.411396	1.96260633333333	3.411396	3
Chr04A	14220000	14250000	14235000	9.3370905	11.9401755	10.638633	11.9401755	2
Chr04A	14250000	14280000	14265000	17.815978	29.537994	23.676986	29.537994	1
Chr04A	14280000	14310000	14295000	0	0	0	0	0
Chr04A	14310000	14340000	14325000	0	0	0	0	0
Chr04A	14340000	14370000	14355000	38.189679	261.347309	149.768494	261.347309	1
Chr04A	14370000	14400000	14385000	0	0	0	0	0
Chr04A	14400000	14430000	14415000	11.918416	11.845322	11.881869	11.918416	1
Chr04A	14430000	14460000	14445000	0	0	0	0	0
Chr04A	14460000	14490000	14475000	486.53259	151.126686	318.829638	486.53259	1
Chr04A	14490000	14520000	14505000	0	0	0	0	0
Chr04A	14520000	14550000	14535000	0.854776	0.043016	0.448896	0.8815425	2
Chr04A	14550000	14580000	14565000	3.990041	6.064138	5.0270895	6.064138	1
Chr04A	14580000	14610000	14595000	25.3056705	29.6898485	27.4977595	29.6898485	2
Chr04A	14610000	14640000	14625000	6.226193	6.2523325	6.23926275	6.268937	2
Chr04A	14640000	14670000	14655000	0	0	0	0	0
Chr04A	14670000	14700000	14685000	0	0	0	0	0
Chr04A	14700000	14730000	14715000	1.591806	5.363826	3.477816	5.363826	1
Chr04A	14730000	14760000	14745000	67.559909	95.99767	81.7787895	95.99767	1
Chr04A	14760000	14790000	14775000	0	0	0	0	0
Chr04A	14790000	14820000	14805000	28.640273	24.85842675	26.749349875	28.640273	4
Chr04A	14820000	14850000	14835000	0.268353	0.123854	0.1961035	0.2749015	2
Chr04A	14850000	14880000	14865000	22.765321	16.3713845	19.56835275	22.765321	2
Chr04A	14880000	14910000	14895000	0.135211	0.0716584	0.1034347	0.1808282	5
Chr04A	14910000	14940000	14925000	5.8538455	6.62162	6.23773275	6.62162	2
Chr04A	14940000	14970000	14955000	6.113413	21.3639525	13.73868275	22.402886	2
Chr04A	14970000	1.5e+07	14985000	0	0	0	0	0
Chr04A	1.5e+07	15030000	15015000	0	0	0	0	0
Chr04A	15030000	15060000	15045000	20.585563	1.831834	11.2086985	20.585563	1
Chr04A	15060000	15090000	15075000	0	0	0	0	0
Chr04A	15090000	15120000	15105000	23.533383	29.4793495	26.50636625	29.4793495	2
Chr04A	15120000	15150000	15135000	0	0	0	0	1
Chr04A	15150000	15180000	15165000	65.0210386666667	62.9526633333333	63.986851	68.3272943333333	3
Chr04A	15180000	15210000	15195000	0.506643333333333	0.184422666666667	0.345533	0.506643333333333	3
Chr04A	15210000	15240000	15225000	5.1252485	2.8535885	3.9894185	5.171402	2
Chr04A	15240000	15270000	15255000	63.5386574	60.3034266	61.921042	63.7220848	5
Chr04A	15270000	15300000	15285000	0	0	0	0	0
Chr04A	15300000	15330000	15315000	7.421314	8.99903725	8.210175625	10.212882	4
Chr04A	15330000	15360000	15345000	20.01221825	8.13378175	14.073	20.19507675	4
Chr04A	15360000	15390000	15375000	3.395151	18.901957	11.148554	18.901957	1
Chr04A	15390000	15420000	15405000	16.1930406	13.7382088	14.9656247	17.5332804	5
Chr04A	15420000	15450000	15435000	0.005305	0	0.0026525	0.005305	1
Chr04A	15450000	15480000	15465000	3.9322772	3.0557302	3.4940037	4.064865	5
Chr04A	15480000	15510000	15495000	16.7531853333333	17.0466493333333	16.8999173333333	21.30831	3
Chr04A	15510000	15540000	15525000	21.573799	27.597014	24.5854065	27.597014	1
Chr04A	15540000	15570000	15555000	4.339412	52.174351	28.2568815	52.7706293333333	3
Chr04A	15570000	15600000	15585000	35.6307326666667	39.314229	37.4724808333333	40.7148176666667	3
Chr04A	15600000	15630000	15615000	0	0	0	0	0
Chr04A	15630000	15660000	15645000	0	0	0	0	0
Chr04A	15660000	15690000	15675000	0	0.6833185	0.34165925	0.6833185	2
Chr04A	15690000	15720000	15705000	1.193039	4.19823025	2.695634625	4.19823025	4
Chr04A	15720000	15750000	15735000	0.034389	0.0498255	0.04210725	0.0498255	2
Chr04A	15750000	15780000	15765000	0	0	0	0	2
Chr04A	15780000	15810000	15795000	23.859965	28.459258	26.1596115	28.459258	2
Chr04A	15810000	15840000	15825000	16.496013	13.006778	14.7513955	16.496013	1
Chr04A	15840000	15870000	15855000	0.186436	0.700622	0.443529	0.700622	2
Chr04A	15870000	15900000	15885000	0.047864	0.3818555	0.21485975	0.3818555	2
Chr04A	15900000	15930000	15915000	0	0	0	0	1
Chr04A	15930000	15960000	15945000	0	0.0535813333333333	0.0267906666666667	0.0535813333333333	3
Chr04A	15960000	15990000	15975000	18.657233	15.9734856666667	17.3153593333333	23.5699633333333	3
Chr04A	15990000	16020000	16005000	5.625949	6.154473	5.890211	6.154473	1
Chr04A	16020000	16050000	16035000	3.0245308	1.9243606	2.4744457	3.1230998	5
Chr04A	16050000	16080000	16065000	5.4999306	5.1640716	5.3320011	6.234154	5
Chr04A	16080000	16110000	16095000	0.237113	0.0686765	0.15289475	0.237113	2
Chr04A	16110000	16140000	16125000	4.3241255	9.8805195	7.1023225	9.8805195	2
Chr04A	16140000	16170000	16155000	18.4295716666667	20.3581433333333	19.3938575	20.3581433333333	3
Chr04A	16170000	16200000	16185000	0	0	0	0	0
Chr04A	16200000	16230000	16215000	17.8630096666667	21.2075923333333	19.535301	22.227216	3
Chr04A	16230000	16260000	16245000	4.28793333333333	10.4329016666667	7.3604175	10.576335	3
Chr04A	16260000	16290000	16275000	0.9028165	8.8777635	4.89029	8.8777635	2
Chr04A	16290000	16320000	16305000	0.9753555	12.902702	6.93902875	12.902702	2
Chr04A	16320000	16350000	16335000	0	0	0	0	0
Chr04A	16350000	16380000	16365000	20.065433	25.6198685	22.84265075	25.6198685	2
Chr04A	16380000	16410000	16395000	0.2283275	0	0.11416375	0.2283275	2
Chr04A	16410000	16440000	16425000	0	0.8930615	0.44653075	0.8930615	2
Chr04A	16440000	16470000	16455000	3.635402	1.10227	2.368836	3.635402	1
Chr04A	16470000	16500000	16485000	6.72427033333333	3.712673	5.21847166666667	6.897989	3
Chr04A	16500000	16530000	16515000	1.76222675	2.50303175	2.13262925	2.9874765	4
Chr04A	16530000	16560000	16545000	0	0	0	0	0
Chr04A	16560000	16590000	16575000	0	0	0	0	0
Chr04A	16590000	16620000	16605000	4.1590308	2.82976	3.4943954	4.7043218	5
Chr04A	16620000	16650000	16635000	76.48729	84.37035	80.42882	84.37035	1
Chr04A	16650000	16680000	16665000	23.7969955	30.09980475	26.948400125	30.11722375	4
Chr04A	16680000	16710000	16695000	0.407325	0.6798365	0.54358075	0.81587975	4
Chr04A	16710000	16740000	16725000	39.067847	42.8067935	40.93732025	45.0010795	2
Chr04A	16740000	16770000	16755000	10.329805	7.4850165	8.90741075	10.329805	2
Chr04A	16770000	16800000	16785000	105.07862125	109.2183305	107.148475875	109.855826	4
Chr04A	16800000	16830000	16815000	4.604114	4.361764	4.482939	4.7000915	4
Chr04A	16830000	16860000	16845000	1.753636	1.948075	1.8508555	1.948075	1
Chr04A	16860000	16890000	16875000	0	0	0	0	1
Chr04A	16890000	16920000	16905000	0	0	0	0	0
Chr04A	16920000	16950000	16935000	17.426344	6.592318	12.009331	17.426344	1
Chr04A	16950000	16980000	16965000	0.104435	0	0.0522175	0.104435	1
Chr04A	16980000	17010000	16995000	12.9316763333333	16.1423126666667	14.5369945	17.1427053333333	3
Chr04A	17010000	17040000	17025000	78.233192	19.29142775	48.762309875	82.795143	4
Chr04A	17040000	17070000	17055000	0	0	0	0	0
Chr04A	17070000	17100000	17085000	23.10194	32.36878825	27.735364125	32.36878825	4
Chr04A	17100000	17130000	17115000	51.7357545	42.43276375	47.084259125	52.23370175	4
Chr04A	17130000	17160000	17145000	8.1311146	10.009432	9.0702733	10.492124	5
Chr04A	17160000	17190000	17175000	38.3574916666667	23.2420318333333	30.79976175	38.508295	6
Chr04A	17190000	17220000	17205000	5.573752	4.347529	4.9606405	5.573752	2
Chr04A	17220000	17250000	17235000	14.444195	0.1199005	7.28204775	14.444195	2
Chr04A	17250000	17280000	17265000	0.7792335	0.0775125	0.428373	0.7792335	2
Chr04A	17280000	17310000	17295000	6.305034	0.127411	3.2162225	6.305034	2
Chr04A	17310000	17340000	17325000	0.544214	0.176987	0.3606005	0.544214	1
Chr04A	17340000	17370000	17355000	347.87709875	1497.292938	922.585018375	1497.52017125	4
Chr04A	17370000	17400000	17385000	6.430194	7.271998	6.851096	7.271998	2
Chr04A	17400000	17430000	17415000	3.052961	11.445852	7.2494065	11.445852	2
Chr04A	17430000	17460000	17445000	0	0	0	0	0
Chr04A	17460000	17490000	17475000	24.059443	23.486476	23.7729595	26.39669	2
Chr04A	17490000	17520000	17505000	9.82901	5.79429866666667	7.81165433333333	9.82901	3
Chr04A	17520000	17550000	17535000	61.007223	70.706301	65.856762	70.706301	1
Chr04A	17550000	17580000	17565000	3.9570005	0.6467075	2.301854	3.9570005	2
Chr04A	17580000	17610000	17595000	305.97439	93.561318	199.767854	305.97439	1
Chr04A	17610000	17640000	17625000	11.759124	1.79342	6.776272	11.759124	1
Chr04A	17640000	17670000	17655000	7.8240465	8.524626	8.17433625	9.356616	2
Chr04A	17670000	17700000	17685000	2.436038	6.7575576	4.5967978	7.2274994	5
Chr04A	17700000	17730000	17715000	15.7439588333333	6.44134933333333	11.0926540833333	16.2183856666667	6
Chr04A	17730000	17760000	17745000	36.529154	380.284202	208.406678	380.284202	1
Chr04A	17760000	17790000	17775000	28.65704875	20.31984375	24.48844625	31.9824035	4
Chr04A	17790000	17820000	17805000	0.259072	0.7329105	0.49599125	0.8471655	2
Chr04A	17820000	17850000	17835000	8.030746	7.664315	7.8475305	8.03968766666667	3
Chr04A	17850000	17880000	17865000	0.265756	2.170322	1.218039	2.170322	1
Chr04A	17880000	17910000	17895000	1.04297633333333	1.69823433333333	1.37060533333333	2.06780933333333	3
Chr04A	17910000	17940000	17925000	0.040103	0.067028	0.0535655	0.067028	1
Chr04A	17940000	17970000	17955000	3.9658905	3.440231	3.70306075	4.42392825	4
Chr04A	17970000	1.8e+07	17985000	7.543307	8.01301033333333	7.77815866666667	8.31950966666667	3
Chr04A	1.8e+07	18030000	18015000	6.19756	15.322777	10.7601685	15.322777	1
Chr04A	18030000	18060000	18045000	6.42470783333333	4.25416466666667	5.33943625	6.64888233333333	6
Chr04A	18060000	18090000	18075000	13.38105225	14.06654625	13.72379925	14.6956175	4
Chr04A	18090000	18120000	18105000	0.377054666666667	0.657183	0.517118833333333	0.708198666666667	3
Chr04A	18120000	18150000	18135000	0.0494515	0.1680425	0.108747	0.1680425	2
Chr04A	18150000	18180000	18165000	0	0	0	0	0
Chr04A	18180000	18210000	18195000	16.7767878	6.1701528	11.4734703	17.761874	5
Chr04A	18210000	18240000	18225000	0.390001	8.81812	4.6040605	8.81812	1
Chr04A	18240000	18270000	18255000	21.1342786666667	6.57790933333333	13.856094	21.1342786666667	3
Chr04A	18270000	18300000	18285000	9.66305	10.8442456666667	10.2536478333333	11.6602653333333	3
Chr04A	18300000	18330000	18315000	0	0	0	0	0
Chr04A	18330000	18360000	18345000	41.2679903333333	237.662425666667	139.465208	244.509499333333	3
Chr04A	18360000	18390000	18375000	15.8761015	27.565884	21.72099275	27.565884	4
Chr04A	18390000	18420000	18405000	1.695392	5.074154	3.384773	5.074154	1
Chr04A	18420000	18450000	18435000	5.363278	8.0547255	6.70900175	8.0547255	4
Chr04A	18450000	18480000	18465000	0.050266	0	0.025133	0.050266	1
Chr04A	18480000	18510000	18495000	4.173314	7.4410845	5.80719925	7.8152785	2
Chr04A	18510000	18540000	18525000	13.1377805	30.26576775	21.701774125	30.26576775	4
Chr04A	18540000	18570000	18555000	0.064485	5.585448	2.8249665	5.585448	1
Chr04A	18570000	18600000	18585000	0	0.2921455	0.14607275	0.2921455	2
Chr04A	18600000	18630000	18615000	0	0	0	0	0
Chr04A	18630000	18660000	18645000	0	0.2502985	0.12514925	0.2502985	2
Chr04A	18660000	18690000	18675000	62.4455402857143	11.4487217142857	36.947131	62.4455402857143	7
Chr04A	18690000	18720000	18705000	10.6814014	4.4170412	7.5492213	10.7048504	5
Chr04A	18720000	18750000	18735000	45.10436775	48.5989225	46.851645125	48.724068	4
Chr04A	18750000	18780000	18765000	8.5936595	8.84955775	8.721608625	11.199992	4
Chr04A	18780000	18810000	18795000	9.816376375	5.98994925	7.9031628125	11.19789775	8
Chr04A	18810000	18840000	18825000	16.7100068	17.9838272	17.346917	19.2834246	5
Chr04A	18840000	18870000	18855000	3.326862	29.738001	16.5324315	29.738001	2
Chr04A	18870000	18900000	18885000	9.25236433333333	4.43421466666667	6.8432895	9.31782633333333	6
Chr04A	18900000	18930000	18915000	13.0938433333333	34.8740076666667	23.9839255	37.4347726666667	3
Chr04A	18930000	18960000	18945000	33.686788	56.208999	44.9478935	62.9032185	2
Chr04A	18960000	18990000	18975000	5.111022	5.3684335	5.23972775	6.1812435	2
Chr04A	18990000	19020000	19005000	20.83893975	12.2675195	16.553229625	22.70043675	4
Chr04A	19020000	19050000	19035000	0	0	0	0	0
Chr04A	19050000	19080000	19065000	0	0	0	0	0
Chr04A	19080000	19110000	19095000	20.318278	18.390356	19.354317	21.004612	4
Chr04A	19110000	19140000	19125000	0	0	0	0	0
Chr04A	19140000	19170000	19155000	0.9548525	0.1521785	0.5535155	1.039496	2
Chr04A	19170000	19200000	19185000	21.4558922	2.943545	12.1997186	21.4636682	5
Chr04A	19200000	19230000	19215000	0.0552935	0.1409095	0.0981015	0.1409095	2
Chr04A	19230000	19260000	19245000	5.8542095	4.82662175	5.340415625	5.8542095	4
Chr04A	19260000	19290000	19275000	4.7569905	31.888032	18.32251125	31.888032	4
Chr04A	19290000	19320000	19305000	180.946456428571	23.6708677142857	102.308662071429	181.216129571429	7
Chr04A	19320000	19350000	19335000	11.9655926666667	10.0033313333333	10.984462	12.0900593333333	3
Chr04A	19350000	19380000	19365000	10.8054474	10.9343914	10.8699194	12.9338972	5
Chr04A	19380000	19410000	19395000	37.8941814	40.6581064	39.2761439	49.9739358	5
Chr04A	19410000	19440000	19425000	31.7846756666667	19.85305	25.8188628333333	32.1522533333333	3
Chr04A	19440000	19470000	19455000	27.495703	24.551874	26.0237885	27.495703	1
Chr04A	19470000	19500000	19485000	1.194848	26.385234	13.790041	26.385234	2
Chr04A	19500000	19530000	19515000	22.7816656	59.5059248	41.1437952	59.6565902	5
Chr04A	19530000	19560000	19545000	15.369587	12.5318305	13.95070875	15.369587	2
Chr04A	19560000	19590000	19575000	0.019188	0.048106	0.033647	0.048106	1
Chr04A	19590000	19620000	19605000	0	0	0	0	0
Chr04A	19620000	19650000	19635000	13.402879	11.8213853333333	12.6121321666667	13.406735	3
Chr04A	19650000	19680000	19665000	4.7983125	4.7533375	4.775825	5.02989975	4
Chr04A	19680000	19710000	19695000	0	0	0	0	1
Chr04A	19710000	19740000	19725000	4.858815	3.22139	4.0401025	4.91817766666667	3
Chr04A	19740000	19770000	19755000	21.1497395	8.6391075	14.8944235	21.9757985	2
Chr04A	19770000	19800000	19785000	16.45689325	8.95223875	12.704566	17.56594	4
Chr04A	19800000	19830000	19815000	10.26761	16.3329086666667	13.3002593333333	16.582668	3
Chr04A	19830000	19860000	19845000	2.46959333333333	38.609809	20.5397011666667	38.609809	3
Chr04A	19860000	19890000	19875000	6.25325933333333	15.8157273333333	11.0344933333333	15.8157273333333	3
Chr04A	19890000	19920000	19905000	0.517955	1.159084	0.8385195	1.159084	1
Chr04A	19920000	19950000	19935000	1.677336	2.70597	2.191653	2.70597	1
Chr04A	19950000	19980000	19965000	5.57473957142857	7.14204028571429	6.35838992857143	7.14914571428571	7
Chr04A	19980000	20010000	19995000	1.68070233333333	5.24892566666667	3.464814	5.44180466666667	3
Chr04A	20010000	20040000	20025000	4.0861035	3.8110525	3.948578	4.62697025	4
Chr04A	20040000	20070000	20055000	11.8997273333333	40.9608086666667	26.430268	41.1238023333333	6
Chr04A	20070000	20100000	20085000	7.82910075	16.058458875	11.9437798125	16.058458875	8
Chr04A	20100000	20130000	20115000	0.902846	3.676311	2.2895785	3.676311	1
Chr04A	20130000	20160000	20145000	9.85813225	6.5342435	8.196187875	10.7191035	4
Chr04A	20160000	20190000	20175000	26.8559748571429	33.0772844285714	29.9666296428571	34.8075354285714	7
Chr04A	20190000	20220000	20205000	12.855723	39.808955	26.332339	39.808955	2
Chr04A	20220000	20250000	20235000	9.07391925	2.51701775	5.7954685	10.66761775	4
Chr04A	20250000	20280000	20265000	9.284914	8.202203	8.7435585	9.617129	2
Chr04A	20280000	20310000	20295000	2.9683045	3.62460275	3.296453625	3.97299975	4
Chr04A	20310000	20340000	20325000	12.982349	3.110954	8.0466515	12.982349	1
Chr04A	20340000	20370000	20355000	5.173292	8.741169	6.9572305	8.741169	2
Chr04A	20370000	20400000	20385000	1.16875625	0.39909625	0.78392625	1.16875625	4
Chr04A	20400000	20430000	20415000	10.916151	17.3087606666667	14.1124558333333	17.5587656666667	3
Chr04A	20430000	20460000	20445000	1.20936	1.8848115	1.54708575	1.8848115	4
Chr04A	20460000	20490000	20475000	0.36692	0.351713	0.3593165	0.36692	1
Chr04A	20490000	20520000	20505000	1.2157655	0.9900915	1.1029285	1.2157655	2
Chr04A	20520000	20550000	20535000	0	0	0	0	3
Chr04A	20550000	20580000	20565000	27.746514	50.688636	39.217575	50.688636	1
Chr04A	20580000	20610000	20595000	2.680328	1.8618535	2.27109075	2.680328	2
Chr04A	20610000	20640000	20625000	0	0	0	0	1
Chr04A	20640000	20670000	20655000	13.368076	18.287354	15.827715	18.287354	2
Chr04A	20670000	20700000	20685000	10.342384	12.233487	11.2879355	12.233487	1
Chr04A	20700000	20730000	20715000	2.587546	13.8661	8.226823	13.8661	1
Chr04A	20730000	20760000	20745000	0.626858	4.661682	2.64427	4.661682	2
Chr04A	20760000	20790000	20775000	3.151578	3.895629	3.5236035	4.06839833333333	3
Chr04A	20790000	20820000	20805000	5.048922	4.01948466666667	4.53420333333333	5.048922	3
Chr04A	20820000	20850000	20835000	12.7142115	15.97636675	14.345289125	16.048735	4
Chr04A	20850000	20880000	20865000	1945.504059	1405.84684	1675.6754495	1945.504059	2
Chr04A	20880000	20910000	20895000	23.8441195	8.82409425	16.334106875	24.152415	4
Chr04A	20910000	20940000	20925000	7.40356533333333	11.4505503333333	9.42705783333333	11.6294383333333	6
Chr04A	20940000	20970000	20955000	26.8231403333333	27.1123773333333	26.9677588333333	27.7988433333333	3
Chr04A	20970000	2.1e+07	20985000	1.6655928	1.8305226	1.7480577	1.9536946	5
Chr04A	2.1e+07	21030000	21015000	9.41951933333333	7.13006433333333	8.27479183333333	10.9627413333333	3
Chr04A	21030000	21060000	21045000	46.620181	53.4643908333333	50.0422859166667	55.037831	6
Chr04A	21060000	21090000	21075000	31.80546125	12.7258895	22.265675375	32.67800925	4
Chr04A	21090000	21120000	21105000	6.75019666666667	12.0857778333333	9.41798725	12.4642371666667	6
Chr04A	21120000	21150000	21135000	31.1310456666667	34.61322	32.8721328333333	34.7015406666667	3
Chr04A	21150000	21180000	21165000	14.088305	15.334336	14.7113205	15.334336	6
Chr04A	21180000	21210000	21195000	0.145484666666667	0.457644	0.301564333333333	0.603128666666667	3
Chr04A	21210000	21240000	21225000	1.64094983333333	2.23739316666667	1.9391715	2.415699	6
Chr04A	21240000	21270000	21255000	5.62858	6.703533	6.1660565	6.703533	1
Chr04A	21270000	21300000	21285000	10.6585288	10.1996868	10.4291078	11.6835444	5
Chr04A	21300000	21330000	21315000	12.48231	28.8604035	20.67135675	28.8604035	2
Chr04A	21330000	21360000	21345000	34.3699986666667	7.8538675	21.1119330833333	34.3699986666667	6
Chr04A	21360000	21390000	21375000	9.90551566666667	8.74019166666667	9.32285366666667	10.5865636666667	3
Chr04A	21390000	21420000	21405000	7.359688	6.33528	6.847484	7.657378	3
Chr04A	21420000	21450000	21435000	51.491553	33.24667	42.3691115	51.491553	1
Chr04A	21450000	21480000	21465000	0	0	0	0	0
Chr04A	21480000	21510000	21495000	32.1426871666667	10.5132918333333	21.3279895	32.936517	6
Chr04A	21510000	21540000	21525000	6.3884896	4.2084484	5.298469	6.3884896	5
Chr04A	21540000	21570000	21555000	16.0340063333333	47.035648	31.5348271666667	51.8561861666667	6
Chr04A	21570000	21600000	21585000	11.5437105	12.63526075	12.089485625	18.40094875	4
Chr04A	21600000	21630000	21615000	33.042464	29.487353	31.2649085	33.042464	2
Chr04A	21630000	21660000	21645000	20.7170463333333	113.455157333333	67.0861018333333	113.455157333333	3
Chr04A	21660000	21690000	21675000	0.731698	0.6723005	0.70199925	0.763971	4
Chr04A	21690000	21720000	21705000	25.6091365	58.035966	41.82255125	58.035966	4
Chr04A	21720000	21750000	21735000	8.670975	14.6608545	11.66591475	15.306129	4
Chr04A	21750000	21780000	21765000	2.59901333333333	7.21080066666667	4.904907	7.21080066666667	3
Chr04A	21780000	21810000	21795000	12.358312	106.2870635	59.32268775	106.2870635	4
Chr04A	21810000	21840000	21825000	10.61021225	13.996228	12.303220125	14.24668025	4
Chr04A	21840000	21870000	21855000	3.651881	3.07613	3.3640055	4.080998	3
Chr04A	21870000	21900000	21885000	19.5879122	32.2668768	25.9273945	32.2668768	5
Chr04A	21900000	21930000	21915000	8.486766	115.994209	62.2404875	115.994209	3
Chr04A	21930000	21960000	21945000	0.561225333333333	0.497992	0.529608666666667	0.561225333333333	3
